
SetupTitle, Bias Stress 4V LIN
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, VgStart
TestParameter, Output.Graph.XAxis.Right, VgStop
TestParameter, Output.Graph.YAxis.Data, absIdrain
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, Vgate, Vdrain, Idrain, Igate
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 06/16/2015 17:53:51
MetaData, TestRecord.TestTarget, ITO_1-1_pbs_01
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0bc0f763-d385-4dcc-ac3e-987c5147f009
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Idrain, Igate
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 1, 1, 1, 1, 1, 1
DataName, Vgate, Vdrain, Igate, Idrain, absIdrain, absIgate
DataValue, -4, 0.1, -7.10988E-09, 4.53749E-06, 4.53749E-06, 7.10988E-09
DataValue, -3.9, 0.1, -6.58128E-09, 4.4960700000000005E-06, 4.4960700000000005E-06, 6.58128E-09
DataValue, -3.8000000000000003, 0.1, -5.67503E-09, 4.4768600000000009E-06, 4.4768600000000009E-06, 5.67503E-09
DataValue, -3.7, 0.1, -4.59686E-09, 4.4699900000000005E-06, 4.4699900000000005E-06, 4.59686E-09
DataValue, -3.6, 0.1, -3.60011E-09, 4.47179E-06, 4.47179E-06, 3.60011E-09
DataValue, -3.5, 0.1, -2.76218E-09, 4.48012E-06, 4.48012E-06, 2.76218E-09
DataValue, -3.4, 0.1, -2.08068E-09, 4.49414E-06, 4.49414E-06, 2.08068E-09
DataValue, -3.3000000000000003, 0.1, -1.54655E-09, 4.51257E-06, 4.51257E-06, 1.54655E-09
DataValue, -3.2, 0.1, -1.13979E-09, 4.53481E-06, 4.53481E-06, 1.13979E-09
DataValue, -3.1, 0.1, -8.4136300000000011E-10, 4.5580800000000008E-06, 4.5580800000000008E-06, 8.4136300000000011E-10
DataValue, -3, 0.1, -6.0441000000000009E-10, 4.5846300000000005E-06, 4.5846300000000005E-06, 6.0441000000000009E-10
DataValue, -2.9, 0.1, -4.32169E-10, 4.6141500000000005E-06, 4.6141500000000005E-06, 4.32169E-10
DataValue, -2.8000000000000003, 0.1, -3.06331E-10, 4.6463600000000007E-06, 4.6463600000000007E-06, 3.06331E-10
DataValue, -2.7, 0.1, -2.1663800000000002E-10, 4.6809E-06, 4.6809E-06, 2.1663800000000002E-10
DataValue, -2.6, 0.1, -1.54463E-10, 4.7169900000000009E-06, 4.7169900000000009E-06, 1.54463E-10
DataValue, -2.5, 0.1, -1.1096900000000001E-10, 4.75524E-06, 4.75524E-06, 1.1096900000000001E-10
DataValue, -2.4, 0.1, -8.1178000000000006E-11, 4.79504E-06, 4.79504E-06, 8.1178000000000006E-11
DataValue, -2.3000000000000003, 0.1, -5.8845E-11, 4.8361800000000007E-06, 4.8361800000000007E-06, 5.8845E-11
DataValue, -2.2, 0.1, -4.1229E-11, 4.87842E-06, 4.87842E-06, 4.1229E-11
DataValue, -2.1, 0.1, -2.6703000000000002E-11, 4.92201E-06, 4.92201E-06, 2.6703000000000002E-11
DataValue, -2, 0.1, -1.4072E-11, 4.96665E-06, 4.96665E-06, 1.4072E-11
DataValue, -1.9000000000000001, 0.1, -3.184E-12, 5.0120300000000009E-06, 5.0120300000000009E-06, 3.184E-12
DataValue, -1.8, 0.1, 6.9610000000000007E-12, 5.0584600000000005E-06, 5.0584600000000005E-06, 6.9610000000000007E-12
DataValue, -1.7000000000000002, 0.1, 1.6470000000000002E-11, 5.10505E-06, 5.10505E-06, 1.6470000000000002E-11
DataValue, -1.6, 0.1, 2.3888000000000003E-11, 5.1525100000000009E-06, 5.1525100000000009E-06, 2.3888000000000003E-11
DataValue, -1.5, 0.1, 3.0043E-11, 5.2007300000000004E-06, 5.2007300000000004E-06, 3.0043E-11
DataValue, -1.4000000000000001, 0.1, 3.7593E-11, 5.2491800000000008E-06, 5.2491800000000008E-06, 3.7593E-11
DataValue, -1.3, 0.1, 4.25E-11, 5.2976100000000006E-06, 5.2976100000000006E-06, 4.25E-11
DataValue, -1.2, 0.1, 4.7975E-11, 5.34646E-06, 5.34646E-06, 4.7975E-11
DataValue, -1.1, 0.1, 5.4345000000000007E-11, 5.3954300000000004E-06, 5.3954300000000004E-06, 5.4345000000000007E-11
DataValue, -1, 0.1, 5.8410000000000008E-11, 5.4445800000000006E-06, 5.4445800000000006E-06, 5.8410000000000008E-11
DataValue, -0.9, 0.1, 6.2019E-11, 5.4936800000000007E-06, 5.4936800000000007E-06, 6.2019E-11
DataValue, -0.8, 0.1, 6.528800000000001E-11, 5.5423900000000006E-06, 5.5423900000000006E-06, 6.528800000000001E-11
DataValue, -0.70000000000000007, 0.1, 6.938600000000001E-11, 5.59129E-06, 5.59129E-06, 6.938600000000001E-11
DataValue, -0.6, 0.1, 7.4679000000000012E-11, 5.6397800000000009E-06, 5.6397800000000009E-06, 7.4679000000000012E-11
DataValue, -0.5, 0.1, 8.1227E-11, 5.6881700000000005E-06, 5.6881700000000005E-06, 8.1227E-11
DataValue, -0.4, 0.1, 8.4938E-11, 5.73603E-06, 5.73603E-06, 8.4938E-11
DataValue, -0.3, 0.1, 8.869800000000001E-11, 5.7839600000000006E-06, 5.7839600000000006E-06, 8.869800000000001E-11
DataValue, -0.2, 0.1, 9.2370000000000013E-11, 5.8316800000000007E-06, 5.8316800000000007E-06, 9.2370000000000013E-11
DataValue, -0.1, 0.1, 9.545E-11, 5.8789600000000005E-06, 5.8789600000000005E-06, 9.545E-11
DataValue, 0, 0.1, 9.7989000000000007E-11, 5.9260000000000005E-06, 5.9260000000000005E-06, 9.7989000000000007E-11
DataValue, 0.1, 0.1, 1.01359E-10, 5.9726700000000009E-06, 5.9726700000000009E-06, 1.01359E-10
DataValue, 0.2, 0.1, 1.03684E-10, 6.0190200000000009E-06, 6.0190200000000009E-06, 1.03684E-10
DataValue, 0.3, 0.1, 1.05995E-10, 6.0645200000000007E-06, 6.0645200000000007E-06, 1.05995E-10
DataValue, 0.4, 0.1, 1.0872700000000001E-10, 6.1102300000000008E-06, 6.1102300000000008E-06, 1.0872700000000001E-10
DataValue, 0.5, 0.1, 1.1126600000000001E-10, 6.1554200000000009E-06, 6.1554200000000009E-06, 1.1126600000000001E-10
DataValue, 0.6, 0.1, 1.1336500000000001E-10, 6.20038E-06, 6.20038E-06, 1.1336500000000001E-10
DataValue, 0.70000000000000007, 0.1, 1.1559000000000001E-10, 6.24472E-06, 6.24472E-06, 1.1559000000000001E-10
DataValue, 0.8, 0.1, 1.1756700000000001E-10, 6.2885600000000008E-06, 6.2885600000000008E-06, 1.1756700000000001E-10
DataValue, 0.9, 0.1, 1.20369E-10, 6.3323200000000009E-06, 6.3323200000000009E-06, 1.20369E-10
DataValue, 1, 0.1, 1.22782E-10, 6.37572E-06, 6.37572E-06, 1.22782E-10
DataValue, 1.1, 0.1, 1.2527500000000002E-10, 6.4188E-06, 6.4188E-06, 1.2527500000000002E-10
DataValue, 1.2, 0.1, 1.2745E-10, 6.4612200000000006E-06, 6.4612200000000006E-06, 1.2745E-10
DataValue, 1.3, 0.1, 1.3051600000000002E-10, 6.5036700000000005E-06, 6.5036700000000005E-06, 1.3051600000000002E-10
DataValue, 1.4000000000000001, 0.1, 1.3388400000000002E-10, 6.5460400000000008E-06, 6.5460400000000008E-06, 1.3388400000000002E-10
DataValue, 1.5, 0.1, 1.3717500000000002E-10, 6.5880300000000007E-06, 6.5880300000000007E-06, 1.3717500000000002E-10
DataValue, 1.6, 0.1, 1.4069400000000002E-10, 6.6295100000000005E-06, 6.6295100000000005E-06, 1.4069400000000002E-10
DataValue, 1.7000000000000002, 0.1, 1.45017E-10, 6.6711900000000008E-06, 6.6711900000000008E-06, 1.45017E-10
DataValue, 1.8, 0.1, 1.4994500000000002E-10, 6.7126200000000005E-06, 6.7126200000000005E-06, 1.4994500000000002E-10
DataValue, 1.9000000000000001, 0.1, 1.5485100000000002E-10, 6.7538900000000008E-06, 6.7538900000000008E-06, 1.5485100000000002E-10
DataValue, 2, 0.1, 1.6074200000000002E-10, 6.7953100000000007E-06, 6.7953100000000007E-06, 1.6074200000000002E-10
DataValue, 2.1, 0.1, 1.65911E-10, 6.8361600000000005E-06, 6.8361600000000005E-06, 1.65911E-10
DataValue, 2.2, 0.1, 1.7318300000000002E-10, 6.8772600000000008E-06, 6.8772600000000008E-06, 1.7318300000000002E-10
DataValue, 2.3000000000000003, 0.1, 1.81128E-10, 6.9185700000000006E-06, 6.9185700000000006E-06, 1.81128E-10
DataValue, 2.4, 0.1, 1.89948E-10, 6.959780000000001E-06, 6.959780000000001E-06, 1.89948E-10
DataValue, 2.5, 0.1, 1.9937500000000002E-10, 7.0008700000000006E-06, 7.0008700000000006E-06, 1.9937500000000002E-10
DataValue, 2.6, 0.1, 2.1181900000000002E-10, 7.0426100000000008E-06, 7.0426100000000008E-06, 2.1181900000000002E-10
DataValue, 2.7, 0.1, 2.2596900000000001E-10, 7.0846900000000011E-06, 7.0846900000000011E-06, 2.2596900000000001E-10
DataValue, 2.8000000000000003, 0.1, 2.42972E-10, 7.1271000000000008E-06, 7.1271000000000008E-06, 2.42972E-10
DataValue, 2.9, 0.1, 2.62498E-10, 7.1697500000000011E-06, 7.1697500000000011E-06, 2.62498E-10
DataValue, 3, 0.1, 2.86961E-10, 7.2134300000000007E-06, 7.2134300000000007E-06, 2.86961E-10
DataValue, 3.1, 0.1, 3.15286E-10, 7.258030000000001E-06, 7.258030000000001E-06, 3.15286E-10
DataValue, 3.2, 0.1, 3.4742300000000005E-10, 7.3037700000000007E-06, 7.3037700000000007E-06, 3.4742300000000005E-10
DataValue, 3.3000000000000003, 0.1, 3.8370700000000004E-10, 7.35083E-06, 7.35083E-06, 3.8370700000000004E-10
DataValue, 3.4, 0.1, 4.2237E-10, 7.3992300000000006E-06, 7.3992300000000006E-06, 4.2237E-10
DataValue, 3.5, 0.1, 4.65653E-10, 7.4497800000000005E-06, 7.4497800000000005E-06, 4.65653E-10
DataValue, 3.6, 0.1, 5.10752E-10, 7.5023100000000009E-06, 7.5023100000000009E-06, 5.10752E-10
DataValue, 3.7, 0.1, 5.5830600000000008E-10, 7.5572300000000007E-06, 7.5572300000000007E-06, 5.5830600000000008E-10
DataValue, 3.8000000000000003, 0.1, 6.0723000000000008E-10, 7.61434E-06, 7.61434E-06, 6.0723000000000008E-10
DataValue, 3.9, 0.1, 6.6198500000000007E-10, 7.674890000000001E-06, 7.674890000000001E-06, 6.6198500000000007E-10
DataValue, 4, 0.1, 7.2216800000000009E-10, 7.73881E-06, 7.73881E-06, 7.2216800000000009E-10
DataValue, 4, 0.1, 6.581560000000001E-10, 7.74189E-06, 7.74189E-06, 6.581560000000001E-10
DataValue, 3.9, 0.1, 3.89929E-10, 7.6904900000000013E-06, 7.6904900000000013E-06, 3.89929E-10
DataValue, 3.8000000000000003, 0.1, 2.5153900000000003E-10, 7.63352E-06, 7.63352E-06, 2.5153900000000003E-10
DataValue, 3.7, 0.1, 1.6476500000000003E-10, 7.5746300000000007E-06, 7.5746300000000007E-06, 1.6476500000000003E-10
DataValue, 3.6, 0.1, 1.0738600000000001E-10, 7.51383E-06, 7.51383E-06, 1.0738600000000001E-10
DataValue, 3.5, 0.1, 6.4548000000000008E-11, 7.45272E-06, 7.45272E-06, 6.4548000000000008E-11
DataValue, 3.4, 0.1, 3.2219000000000004E-11, 7.3918100000000008E-06, 7.3918100000000008E-06, 3.2219000000000004E-11
